MS_SubClass,MS_Zoning,Lot_Area,Alley,Neighborhood,Bldg_Type,Overall_Qual,Year_Built,Roof_Style,Roof_Matl,Mas_Vnr_Type,1st_Flr_SF,2nd_Flr_SF,Garage_Area,Paved_Drive,SalePrice,total_sq
1-STORY 1945 & OLDER,Resi Low Density,10625,True,Edwards,1Fam,Average,1920,Gable,CompShg,None,835,0,366.0,Paved,83000,1201.0
2-STORY 1946 & NEWER,Resi Low Density,53107,True,ClearCr,1Fam,Above Avg,1992,Gable,CompShg,None,1079,874,501.0,Paved,240000,2454.0
1-1/2 STORY UNFINISHED,Resi Med Density,5680,False,OldTown,1Fam,Average,1901,Gable,CompShg,None,933,240,240.0,Paved,113000,1413.0
1-STORY 1946 & NEWER,Resi Low Density,12400,True,NAmes,1Fam,Above Avg,1958,Hip,CompShg,BrkFace,1215,0,297.0,Paved,155000,1512.0
1-STORY 1946 & NEWER,Resi Low Density,6768,True,Sawyer,1Fam,Above Avg,1961,Hip,CompShg,None,912,0,288.0,Paved,142000,1200.0
1-1/2 STORY UNFINISHED,Resi Med Density,6000,True,BrkSide,1Fam,Above Avg,1926,Gable,CompShg,None,904,0,180.0,Paved,119000,1084.0
1-1/2 STORY FINISHED,Resi Low Density,12508,True,Mitchel,1Fam,Above Avg,1940,Gable,CompShg,None,983,767,423.0,Paved,160000,2173.0
2-STORY 1946 & NEWER,Resi Low Density,7415,True,Gilbert,1Fam,Above Avg,2004,Gable,CompShg,None,864,729,398.0,Paved,193000,1991.0
2-STORY 1946 & NEWER,Resi Low Density,11762,True,NoRidge,1Fam,Very good,1992,Gable,CompShg,BrkFace,1105,1097,517.0,Paved,263000,2719.0
1-STORY 1946 & NEWER,Resi Low Density,8767,True,CollgCr,1Fam,Good,2005,Gable,CompShg,None,1310,0,400.0,Paved,164990,1710.0
1-STORY 1946 & NEWER,Resi Low Density,8190,True,Edwards,1Fam,Below Avg,1954,Hip,CompShg,None,948,0,280.0,Paved,119000,1228.0
1-STORY 1946 & NEWER,Floating Village,7500,True,Somerst,1Fam,Very good,2006,Gable,CompShg,Stone,1448,0,692.0,Paved,238500,2140.0
1-STORY 1946 & NEWER,Resi Low Density,70761,True,ClearCr,1Fam,Good,1975,Gable,WdShngl,None,1533,0,576.0,Paved,280000,2109.0
1-STPUD-1946 & NEWER,Floating Village,3784,False,Somerst,TwnhsE,Very good,2006,Gable,CompShg,Stone,1565,0,476.0,Paved,193800,2041.0
1-STPUD-1946 & NEWER,Resi Med Density,4224,True,MeadowV,TwnhsE,Average,1976,Gable,CompShg,None,1060,0,572.0,Paved,129900,1632.0
1-STORY 1946 & NEWER,Resi Low Density,9245,True,CollgCr,1Fam,Average,1994,Gable,CompShg,None,990,0,672.0,Paved,145000,1662.0
1-STORY 1946 & NEWER,Resi Low Density,14781,True,CollgCr,1Fam,Very good,2001,Hip,CompShg,BrkFace,1787,0,748.0,Paved,275000,2535.0
DUPLEX,Resi Low Density,8544,True,NAmes,Duplex,Fair,1950,Gable,CompShg,None,1040,0,400.0,Paved,81400,1440.0
1-STORY 1946 & NEWER,Resi Low Density,7440,True,Edwards,1Fam,Average,1954,Gable,CompShg,None,1089,0,252.0,Partial Paved,125000,1341.0
1-STORY 1945 & OLDER,Resi Med Density,7404,True,OldTown,1Fam,Below Avg,1920,Gable,CompShg,None,861,0,288.0,Dirt/Gravel,80000,1149.0
1-STORY 1945 & OLDER,Resi Low Density,4853,True,SWISU,1Fam,Average,1924,Gable,CompShg,BrkFace,1296,0,260.0,Paved,104000,1556.0
1-STORY 1946 & NEWER,Resi Low Density,10593,True,NoRidge,1Fam,Good,1996,Hip,CompShg,BrkFace,1720,0,527.0,Paved,260400,2247.0
2-STORY 1946 & NEWER,Resi Low Density,12090,True,NWAmes,1Fam,Good,1981,Gable,CompShg,BrkFace,725,754,484.0,Paved,176000,1963.0
1-STORY 1946 & NEWER,Resi Low Density,11677,True,Sawyer,1Fam,Average,1966,Gable,CompShg,BrkFace,1040,0,264.0,Paved,123000,1304.0
2-STORY 1946 & NEWER,Resi Low Density,11000,True,NoRidge,1Fam,Excellent,2000,Hip,CompShg,BrkFace,1533,639,687.0,Paved,291000,2859.0
1-STORY 1946 & NEWER,Resi Low Density,8000,True,NAmes,1Fam,Above Avg,1948,Gable,CompShg,None,972,0,240.0,Paved,132000,1212.0
2-STORY 1946 & NEWER,Resi Low Density,8029,True,Gilbert,1Fam,Above Avg,2005,Gable,CompShg,None,728,728,400.0,Paved,176000,1856.0
1-STORY 1946 & NEWER,Resi Low Density,13495,True,NAmes,1Fam,Average,1956,Gable,CompShg,BrkFace,1728,0,576.0,Paved,177625,2304.0
1-1/2 STORY FINISHED,Resi Low Density,9738,True,Edwards,1Fam,Average,1924,Gable,CompShg,None,949,272,392.0,Paved,104900,1613.0
2-STORY 1946 & NEWER,Resi Low Density,9272,True,CollgCr,1Fam,Good,1999,Gable,CompShg,None,856,893,515.0,Paved,196000,2264.0
1-STPUD-1946 & NEWER,Resi Low Density,7841,True,NridgHt,TwnhsE,Excellent,2005,Hip,CompShg,BrkFace,1577,0,564.0,Paved,280000,2141.0
SPLIT OR MULTI-LEVEL,Resi Low Density,8530,True,Gilbert,1Fam,Good,1995,Gable,CompShg,BrkFace,804,670,400.0,Paved,168500,1874.0
2-STORY 1946 & NEWER,Resi Low Density,13041,True,Gilbert,1Fam,Above Avg,1995,Gable,CompShg,None,781,890,423.0,Paved,170000,2094.0
1-STORY 1946 & NEWER,Resi Low Density,43500,True,Mitchel,1Fam,Fair,1953,Gable,CompShg,None,2034,0,1041.0,Dirt/Gravel,130000,3075.0
1-1/2 STORY FINISHED,Resi Med Density,6240,True,BrkSide,1Fam,Good,1939,Gable,CompShg,None,1245,764,400.0,Paved,150000,2409.0
1-STORY 1946 & NEWER,Resi Low Density,13015,True,CollgCr,1Fam,Average,1996,Gable,CompShg,None,1100,0,462.0,Paved,145000,1562.0
DUPLEX,Resi Low Density,9297,True,Mitchel,Duplex,Average,1976,Gable,CompShg,None,1728,0,560.0,Paved,188000,2288.0
2-STORY 1946 & NEWER,Resi Low Density,8773,True,Gilbert,1Fam,Above Avg,1997,Gable,CompShg,None,916,684,460.0,Paved,169000,2060.0
1-STORY 1946 & NEWER,Resi Low Density,8536,True,Edwards,1Fam,Average,2006,Gable,CompShg,None,1125,0,430.0,Paved,155000,1555.0
1-STPUD-1946 & NEWER,Floating Village,4282,False,Somerst,TwnhsE,Good,2004,Gable,CompShg,None,1391,0,530.0,Paved,196000,1921.0
2-STORY 1946 & NEWER,Resi Low Density,8740,True,Gilbert,1Fam,Good,2002,Gable,CompShg,None,864,1131,435.0,Paved,219500,2430.0
2-STORY 1946 & NEWER,Resi Low Density,10237,True,Gilbert,1Fam,Above Avg,2005,Gable,CompShg,None,728,728,390.0,Paved,170440,1846.0
2-STORY 1946 & NEWER,Resi Low Density,7950,True,Edwards,1Fam,Above Avg,1977,Hip,CompShg,BrkFace,698,728,440.0,Paved,159500,1866.0
1-STORY 1946 & NEWER,Resi Low Density,39290,True,Edwards,1Fam,Very Excellent,2008,Hip,CompShg,Stone,5095,0,1154.0,Paved,183850,6249.0
1-STORY 1946 & NEWER,Resi Low Density,10400,True,NWAmes,1Fam,Good,1970,Hip,CompShg,BrkFace,1682,0,530.0,Paved,174000,2212.0
1-STORY 1946 & NEWER,Resi Low Density,10628,True,NAmes,1Fam,Good,1970,Flat,Tar&Grv,None,1277,0,526.0,Paved,167000,1803.0
2ST PUD - 1946 & NEWER,Resi Low Density,2280,True,NPkVill,Twnhs,Above Avg,1976,Gable,CompShg,None,855,601,440.0,Paved,148500,1896.0
DUPLEX,Resi Low Density,7018,True,SawyerW,Duplex,Average,1979,Gable,CompShg,None,1114,1114,720.0,Paved,147983,2948.0
2ST PUD - 1946 & NEWER,Resi Low Density,10762,True,SawyerW,TwnhsE,Above Avg,1980,Gable,CompShg,None,626,591,288.0,Paved,120000,1505.0
1-STORY 1946 & NEWER,Resi Low Density,7024,True,Edwards,1Fam,Average,2005,Gable,CompShg,None,1090,0,450.0,Paved,157000,1540.0
1-1/2 STORY FINISHED,Resi Low Density,7585,True,Edwards,1Fam,Average,1948,Gable,CompShg,None,1002,454,280.0,Partial Paved,91500,1736.0
1-STORY 1945 & OLDER,Resi Low Density,8777,True,Edwards,1Fam,Average,1910,Gable,CompShg,None,796,0,0.0,Partial Paved,85000,796.0
1-STORY 1946 & NEWER,Resi Low Density,9170,True,Edwards,1Fam,Average,1965,Hip,CompShg,None,1214,0,461.0,Paved,140000,1675.0
1-STORY 1946 & NEWER,Resi Low Density,7742,True,Sawyer,1Fam,Average,1966,Gable,CompShg,None,955,0,386.0,Paved,127000,1341.0
2-STORY 1946 & NEWER,Floating Village,8791,True,Somerst,1Fam,Above Avg,2003,Gable,CompShg,None,864,864,673.0,Paved,207500,2401.0
2-1/2 STORY,Resi Low Density,19800,True,Edwards,1Fam,Above Avg,1935,Gable,CompShg,None,1836,1836,836.0,Paved,415000,4508.0
1-STORY 1946 & NEWER,Resi Low Density,13339,True,Crawfor,1Fam,Above Avg,1960,Gable,CompShg,Stone,1561,0,463.0,Paved,193000,2024.0
2-STORY 1946 & NEWER,Resi Low Density,8125,True,Gilbert,1Fam,Above Avg,1994,Gable,CompShg,None,702,779,343.0,Paved,174000,1824.0
2-STORY 1946 & NEWER,Resi Low Density,11419,True,NAmes,1Fam,Good,1948,Gable,CompShg,None,801,726,410.0,Paved,152500,1937.0
2-STORY 1946 & NEWER,Resi Low Density,7226,True,CollgCr,1Fam,Good,2003,Gable,CompShg,None,798,842,595.0,Paved,183000,2235.0
1-1/2 STORY FINISHED,Resi Low Density,11100,True,Edwards,1Fam,Average,1951,Gable,CompShg,None,1080,400,253.0,Paved,136500,1733.0
2-STORY 1946 & NEWER,Resi Low Density,12435,True,CollgCr,1Fam,Good,2001,Gable,CompShg,BrkFace,963,829,564.0,Paved,231500,2356.0
1-STORY 1946 & NEWER,Resi Low Density,6420,True,Edwards,1Fam,Average,1952,Gable,CompShg,None,1148,0,308.0,Paved,123500,1456.0
1-1/2 STORY FINISHED,Resi Low Density,16466,True,Edwards,1Fam,Average,1955,Gable,CompShg,None,872,521,300.0,Paved,135500,1693.0
SPLIT OR MULTI-LEVEL,Resi Low Density,6285,True,Edwards,1Fam,Above Avg,1976,Gable,CompShg,None,1044,0,528.0,Paved,133500,1572.0
1-STORY 1946 & NEWER,Resi Low Density,9204,True,NAmes,1Fam,Average,1963,Gable,CompShg,None,1144,0,336.0,Paved,124000,1480.0
2-STORY 1946 & NEWER,Resi Low Density,12011,True,NoRidge,1Fam,Very good,1998,Gable,CompShg,BrkFace,1086,838,592.0,Paved,280000,2516.0
2-STORY 1946 & NEWER,Resi Low Density,14774,True,NoRidge,1Fam,Excellent,1999,Gable,CompShg,BrkFace,1422,1177,779.0,Paved,333168,3378.0
2-STORY 1946 & NEWER,Resi Low Density,11792,True,Gilbert,1Fam,Very good,2003,Gable,CompShg,BrkFace,1008,1275,632.0,Paved,270000,2915.0
1-1/2 STORY FINISHED,Resi Low Density,8064,True,NAmes,1Fam,Above Avg,1950,Gable,CompShg,None,765,368,900.0,Paved,128500,2033.0
1-STPUD-1946 & NEWER,Resi Low Density,7175,True,SawyerW,TwnhsE,Above Avg,1990,Gable,CompShg,None,1398,0,542.0,Paved,172000,1940.0
SPLIT FOYER,Resi Low Density,10820,True,Sawyer,1Fam,Average,1971,Gable,CompShg,BrkFace,810,0,576.0,Paved,130000,1386.0
1-STPUD-1946 & NEWER,Resi Low Density,5381,True,NridgHt,Twnhs,Above Avg,2005,Gable,CompShg,Stone,1306,0,624.0,Paved,196000,1930.0
1-1/2 STORY UNFINISHED,Resi Med Density,5000,True,IDOTRR,1Fam,Average,1941,Gable,CompShg,None,803,0,360.0,Paved,87000,1163.0
1-1/2 STORY FINISHED,Resi Med Density,8674,True,BrkSide,1Fam,Average,1950,Gable,CompShg,None,910,525,308.0,Paved,128250,1743.0
1-STORY 1946 & NEWER,Resi Low Density,13175,True,NWAmes,1Fam,Above Avg,1978,Gable,CompShg,Stone,2073,0,500.0,Paved,210000,2573.0
1-1/2 STORY FINISHED,Resi Low Density,11275,True,Crawfor,1Fam,Above Avg,1932,Gable,CompShg,BrkFace,1096,895,432.0,Paved,220000,2423.0
1-STORY 1946 & NEWER,Resi Low Density,9600,True,Sawyer,1Fam,Below Avg,1950,Gable,CompShg,None,1067,0,436.0,Paved,128000,1503.0
1-1/2 STORY FINISHED,Resi Med Density,9000,True,OldTown,1Fam,Average,1900,Gable,CompShg,None,680,494,576.0,Paved,135000,1750.0
1-STORY 1946 & NEWER,Resi Low Density,9990,True,Mitchel,1Fam,Below Avg,1991,Gable,CompShg,None,1689,0,432.0,Paved,228500,2121.0
1-1/2 STORY FINISHED,Resi Med Density,6000,True,BrkSide,1Fam,Above Avg,1939,Gable,CompShg,None,608,524,240.0,Paved,134000,1372.0
1-STORY 1946 & NEWER,Resi Low Density,10533,True,NAmes,1Fam,Above Avg,1956,Hip,CompShg,BrkFace,1024,0,313.0,Paved,157500,1337.0
2-STORY 1946 & NEWER,Resi Low Density,11692,True,NoRidge,1Fam,Very good,1993,Gable,CompShg,BrkFace,1215,1017,623.0,Paved,263550,2855.0
1-STORY 1946 & NEWER,Resi Low Density,12546,True,NWAmes,1Fam,Above Avg,1981,Gable,CompShg,BrkFace,1440,0,467.0,Paved,182900,1907.0
1-STORY 1946 & NEWER,Resi Low Density,21695,True,Crawfor,1Fam,Above Avg,1988,Hip,CompShg,BrkFace,1680,0,540.0,Paved,222000,2220.0
1-STORY 1946 & NEWER,Resi Low Density,9278,True,Mitchel,1Fam,Average,2007,Gable,CompShg,None,1092,0,0.0,Paved,146000,1092.0
1-STORY 1945 & OLDER,Resi Med Density,8100,False,OldTown,1Fam,Average,1948,Gable,CompShg,None,1559,0,812.0,Paved,153500,2371.0
1-STORY 1946 & NEWER,Resi Low Density,16737,True,NridgHt,1Fam,Excellent,2004,Hip,CompShg,BrkFace,1980,0,770.0,Paved,315000,2750.0
2-STORY 1946 & NEWER,Resi Low Density,9200,True,NoRidge,1Fam,Very good,1998,Gable,CompShg,BrkFace,1470,1160,696.0,Paved,315000,3326.0
2-STORY 1946 & NEWER,Resi Low Density,9801,True,Somerst,1Fam,Very good,2007,Gable,CompShg,Stone,1341,520,851.0,Paved,257000,2712.0
SPLIT FOYER,Resi Low Density,14137,True,Mitchel,1Fam,Below Avg,1964,Gable,CompShg,BrkFace,1200,0,850.0,Paved,173000,2050.0
2-STORY 1946 & NEWER,Resi Low Density,14762,True,Gilbert,1Fam,Average,1948,Gable,CompShg,None,1547,720,672.0,Partial Paved,169000,2939.0
1-STORY 1946 & NEWER,Resi Low Density,15262,True,NridgHt,1Fam,Very good,2003,Hip,CompShg,BrkFace,2200,0,685.0,Paved,382500,2885.0
1-STORY 1946 & NEWER,Resi Low Density,9742,True,CollgCr,1Fam,Very good,2002,Hip,CompShg,BrkFace,1795,0,534.0,Paved,230000,2329.0
1-STORY 1946 & NEWER,Resi Low Density,8532,True,NAmes,1Fam,Average,1954,Hip,CompShg,BrkFace,1297,0,498.0,Paved,153000,1795.0
1-STORY 1946 & NEWER,Resi Low Density,10634,True,NAmes,1Fam,Average,1953,Gable,CompShg,None,1319,0,270.0,Paved,123000,1589.0
1-STORY 1946 & NEWER,Resi Low Density,14753,True,CollgCr,1Fam,Good,1998,Gable,CompShg,None,1463,0,539.0,Paved,207000,2002.0
2-1/2 STORY,Resi Med Density,18386,True,OldTown,1Fam,Good,1880,Gable,CompShg,None,1675,1818,870.0,Paved,295000,4363.0
1-STORY 1946 & NEWER,Resi Low Density,12450,True,SawyerW,1Fam,Average,2003,Gable,CompShg,BrkFace,1094,0,576.0,Paved,149000,1670.0
2-STORY 1946 & NEWER,Resi Low Density,7851,True,Gilbert,1Fam,Above Avg,2002,Gable,CompShg,0,860,1100,440.0,Paved,216500,2400.0
1-STORY 1946 & NEWER,Resi Low Density,5175,True,BrkSide,1Fam,Average,1958,Gable,CompShg,None,808,0,308.0,Dirt/Gravel,112000,1116.0
1-STORY 1946 & NEWER,Resi Low Density,8398,True,Sawyer,1Fam,Average,1967,Gable,CompShg,BrkFace,943,0,528.0,Paved,134500,1471.0
1-STORY 1946 & NEWER,Resi Low Density,3710,True,Blmngtn,1Fam,Good,2007,Gable,CompShg,BrkFace,1246,0,428.0,Paved,187687,1674.0
1-1/2 STORY FINISHED,Commercial,7500,True,IDOTRR,1Fam,Below Avg,1920,Gable,CompShg,None,698,430,528.0,Paved,68400,1656.0
1-STORY 1946 & NEWER,Resi Low Density,8010,True,NAmes,1Fam,Above Avg,1958,Hip,CompShg,None,951,0,480.0,Paved,143500,1431.0
SPLIT OR MULTI-LEVEL,Resi Low Density,12800,True,SawyerW,1Fam,Good,1989,Gable,CompShg,BrkFace,1644,0,569.0,Paved,275000,2213.0
DUPLEX,Resi Low Density,11070,True,Mitchel,Duplex,Good,1988,Gable,CompShg,BrkFace,1959,0,766.0,Paved,171000,2725.0
2-STORY 1946 & NEWER,Resi Low Density,12224,True,Gilbert,1Fam,Above Avg,2000,Gable,CompShg,BrkFace,1022,1032,390.0,Paved,244000,2444.0
1-STORY 1946 & NEWER,Resi Low Density,6953,True,Mitchel,1Fam,Average,1971,Gable,CompShg,None,874,0,352.0,Paved,130000,1226.0
1-STORY 1946 & NEWER,Floating Village,11824,True,Somerst,1Fam,Very good,2006,Gable,CompShg,BrkFace,1685,0,658.0,Paved,253000,2343.0
1-STORY 1945 & OLDER,Resi Med Density,4118,False,OldTown,1Fam,Below Avg,1941,Gable,CompShg,None,693,0,0.0,Dirt/Gravel,52500,693.0
1-STPUD-1946 & NEWER,Resi Med Density,3907,True,Blueste,TwnhsE,Very good,1989,Gable,CompShg,None,1034,0,598.0,Paved,185000,1632.0
2-STORY 1946 & NEWER,Resi Low Density,8918,True,Gilbert,1Fam,Above Avg,2005,Gable,CompShg,None,745,745,392.0,Paved,167800,1882.0
1-STORY 1946 & NEWER,Resi Low Density,9591,True,NridgHt,1Fam,Very good,2004,Hip,CompShg,BrkFace,1713,0,856.0,Paved,274900,2569.0
SPLIT OR MULTI-LEVEL,Resi Low Density,14115,True,NWAmes,1Fam,Good,1980,Gable,CompShg,BrkFace,1472,0,588.0,Paved,187500,2060.0
2-STORY 1946 & NEWER,Resi Low Density,9675,True,Somerst,1Fam,Good,2005,Gable,CompShg,None,1113,858,689.0,Paved,253000,2660.0
MULTILEVEL,Resi Med Density,1974,True,MeadowV,Twnhs,Below Avg,1973,Gable,CompShg,None,526,462,297.0,Paved,105000,1285.0
SPLIT OR MULTI-LEVEL,Resi Low Density,11475,True,NAmes,1Fam,Above Avg,1961,Hip,CompShg,BrkFace,1576,0,368.0,Paved,174500,1944.0
2-STORY 1946 & NEWER,Resi Low Density,21533,True,CollgCr,1Fam,Good,1996,Gable,CompShg,None,1065,984,467.0,Paved,210900,2516.0
1-1/2 STORY FINISHED,Resi Low Density,9350,True,Edwards,1Fam,Below Avg,1947,Gable,CompShg,None,1169,0,209.0,Paved,127000,1378.0
1-STPUD-1946 & NEWER,Resi Med Density,8198,True,NridgHt,TwnhsE,Good,2004,Gable,CompShg,Stone,1358,0,484.0,Paved,207000,1842.0
2-STORY 1946 & NEWER,Resi Low Density,13250,True,NWAmes,1Fam,Good,1978,Gable,CompShg,BrkFace,1154,896,529.0,Paved,154000,2579.0
1-STORY 1946 & NEWER,Resi Low Density,51974,True,StoneBr,1Fam,Excellent,2006,Hip,CompShg,BrkFace,2338,0,1110.0,Paved,591587,3448.0
2 FAMILY CONVERSION,Resi Low Density,22136,True,OldTown,2fmCon,Average,1925,Gable,CompShg,None,1392,1248,1008.0,Dirt/Gravel,180000,3648.0
DUPLEX,Resi Low Density,8944,True,NAmes,Duplex,Average,1967,Gable,CompShg,None,1584,0,792.0,Paved,124000,2376.0
2-STORY 1946 & NEWER,Resi Low Density,9839,True,Timber,1Fam,Above Avg,1980,Gable,CompShg,None,1375,862,440.0,Paved,204000,2677.0
1-1/2 STORY FINISHED,Resi Low Density,6292,True,SWISU,1Fam,Good,1928,Gable,CompShg,None,877,600,216.0,Paved,145000,1693.0
1-STORY 1946 & NEWER,Resi Low Density,9680,True,NAmes,1Fam,Average,1967,Gable,CompShg,BrkFace,1510,0,517.0,Paved,178900,2027.0
2-STORY 1946 & NEWER,Resi Low Density,9452,True,NoRidge,1Fam,Very good,1997,Gable,CompShg,BrkFace,1407,985,870.0,Paved,348000,3262.0
1-1/2 STORY FINISHED,Resi Low Density,9144,False,BrkSide,1Fam,Above Avg,1915,Gable,CompShg,None,1170,546,672.0,Paved,162500,2388.0
2 FAMILY CONVERSION,Resi Low Density,8425,True,Sawyer,2fmCon,Average,1971,Gable,CompShg,None,868,0,576.0,Paved,119900,1444.0
2-STORY 1946 & NEWER,Resi Low Density,9084,True,Gilbert,1Fam,Good,1998,Hip,CompShg,None,955,677,462.0,Paved,176500,2094.0
2 FAMILY CONVERSION,Resi Low Density,7420,True,BrkSide,2fmCon,Average,1939,Gable,CompShg,None,1077,0,205.0,Paved,118000,1282.0
1-STORY 1946 & NEWER,Resi Low Density,7677,True,NAmes,1Fam,Average,1953,Gable,CompShg,None,773,0,240.0,Paved,110000,1013.0
2-STORY 1946 & NEWER,Resi Low Density,16770,True,NoRidge,1Fam,Good,1998,Gable,CompShg,BrkFace,1195,644,486.0,Paved,221000,2325.0
2-STORY 1946 & NEWER,Resi Low Density,16545,True,NoRidge,1Fam,Very good,1998,Gable,CompShg,BrkFace,1310,1140,1069.0,Paved,340000,3519.0
2-STORY 1945 & OLDER,Resi Low Density,11414,True,BrkSide,1Fam,Good,1910,Gable,CompShg,None,1136,883,532.0,Paved,167500,2551.0
1-STORY 1946 & NEWER,Resi Low Density,13501,True,Somerst,1Fam,Very good,2006,Gable,CompShg,Stone,1636,0,865.0,Paved,255000,2501.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9434,True,Gilbert,1Fam,Good,2004,Gable,CompShg,None,744,630,400.0,Paved,170000,1774.0
MULTILEVEL,Resi Med Density,3675,True,Edwards,TwnhsE,Average,2005,Gable,CompShg,BrkFace,1072,0,525.0,Paved,145000,1597.0
MULTILEVEL,Resi Med Density,1890,True,MeadowV,Twnhs,Below Avg,1972,Gable,CompShg,None,630,0,0.0,Paved,81000,630.0
1-STORY 1946 & NEWER,Resi Low Density,11029,True,NAmes,1Fam,Above Avg,1958,Hip,CompShg,None,1414,0,601.0,Paved,176500,2015.0
1-STORY 1946 & NEWER,Resi Low Density,10084,True,Somerst,1Fam,Very good,2004,Gable,CompShg,Stone,1694,0,636.0,Paved,307000,2330.0
2-STORY 1946 & NEWER,Resi Low Density,9543,True,CollgCr,1Fam,Good,2001,Gable,CompShg,None,845,845,517.0,Paved,190550,2207.0
2-STORY 1946 & NEWER,Resi Low Density,13005,True,NWAmes,1Fam,Good,1980,Gable,CompShg,BrkFace,1153,1200,484.0,Paved,260000,2837.0
1-STPUD-1946 & NEWER,Resi Low Density,2280,True,NPkVill,Twnhs,Good,1976,Gable,CompShg,None,1055,0,319.0,Paved,137500,1374.0
1-STORY 1946 & NEWER,Resi Low Density,12712,True,Sawyer,1Fam,Above Avg,1973,Gable,CompShg,None,1055,0,542.0,Paved,147000,1597.0
1-STORY 1946 & NEWER,Resi Low Density,10000,True,Sawyer,1Fam,Average,1961,Hip,CompShg,None,1144,0,264.0,Paved,131400,1408.0
2-STORY 1946 & NEWER,Resi Low Density,10574,True,NridgHt,1Fam,Very good,2004,Gable,CompShg,Stone,1170,1162,756.0,Paved,316000,3088.0
DUPLEX,Resi Low Density,9400,True,Mitchel,Duplex,Above Avg,1971,Mansard,CompShg,None,912,912,0.0,Paved,139000,1824.0
SPLIT OR MULTI-LEVEL,Resi Low Density,9802,True,Timber,1Fam,Average,2006,Gable,CompShg,None,712,730,400.0,Paved,172500,1842.0
2-STORY 1945 & OLDER,Resi Low Density,13132,True,Crawfor,1Fam,Average,1914,Gable,CompShg,None,892,892,180.0,Dirt/Gravel,138887,1964.0
2-STORY 1945 & OLDER,Resi Low Density,13728,True,Edwards,1Fam,Above Avg,1935,Hip,CompShg,None,1236,872,540.0,Paved,235000,2648.0
1-STORY 1946 & NEWER,Resi Low Density,6600,True,NAmes,1Fam,Average,1962,Hip,CompShg,None,894,0,308.0,Paved,109500,1202.0
1-1/2 STORY FINISHED,Resi Med Density,10320,False,IDOTRR,1Fam,Below Avg,1924,Gable,CompShg,None,834,596,370.0,Paved,107000,1800.0
2-STORY 1946 & NEWER,Resi Low Density,14006,True,CollgCr,1Fam,Good,2002,Gable,CompShg,BrkFace,936,840,474.0,Paved,192500,2250.0
1-STORY 1946 & NEWER,Resi Low Density,16635,True,NWAmes,1Fam,Above Avg,1977,Gable,CompShg,Stone,1602,0,529.0,Paved,215000,2131.0
1-1/2 STORY FINISHED,Resi Med Density,8398,False,OldTown,1Fam,Above Avg,1910,Gable,CompShg,None,991,659,468.0,Dirt/Gravel,144100,2118.0
1-STORY 1946 & NEWER,Resi Low Density,9100,True,NAmes,1Fam,Above Avg,1959,Hip,CompShg,None,864,0,300.0,Paved,127500,1164.0
2-STORY 1946 & NEWER,Resi Low Density,14171,True,SawyerW,1Fam,Good,1993,Gable,CompShg,None,1101,1099,453.0,Paved,225000,2653.0
1-STORY 1946 & NEWER,Resi Low Density,13891,True,NridgHt,1Fam,Very good,2007,Hip,CompShg,Stone,1710,0,866.0,Paved,372402,2576.0
1-STORY 1946 & NEWER,Resi Low Density,12968,True,Sawyer,1Fam,Average,1962,Hip,CompShg,None,912,0,352.0,Paved,144000,1264.0
2ST PUD - 1946 & NEWER,Floating Village,2280,False,Somerst,Twnhs,Above Avg,1999,Gable,CompShg,BrkFace,757,744,440.0,Paved,176500,1941.0
1-1/2 STORY FINISHED,Resi Low Density,7000,True,OldTown,1Fam,Above Avg,1924,Gable,CompShg,None,865,445,398.0,Paved,112000,1708.0
2ST PUD - 1946 & NEWER,Resi Med Density,1680,True,BrDale,Twnhs,Above Avg,1973,Gable,CompShg,BrkFace,483,504,264.0,Paved,100000,1251.0
2ST PUD - 1946 & NEWER,Resi Med Density,2217,True,MeadowV,TwnhsE,Below Avg,1970,Gable,CompShg,None,546,546,286.0,Paved,88000,1378.0
DUPLEX,Resi Low Density,11500,True,NWAmes,Duplex,Average,1976,Gable,CompShg,BrkFace,1680,0,528.0,Paved,136905,2208.0
1-STORY 1946 & NEWER,Resi Low Density,7200,True,NAmes,1Fam,Below Avg,1971,Gable,CompShg,None,874,0,576.0,Paved,97500,1450.0
1-STORY 1945 & OLDER,Commercial,12366,True,IDOTRR,1Fam,Fair,1945,Gable,CompShg,None,729,0,0.0,Dirt/Gravel,51689,729.0
1-STORY 1946 & NEWER,Resi Low Density,10721,True,NAmes,1Fam,Above Avg,1959,Hip,CompShg,Stone,1252,0,528.0,Paved,142000,1780.0
2-STORY 1946 & NEWER,Resi Low Density,10732,True,NridgHt,1Fam,Very good,2006,Gable,CompShg,None,1298,530,876.0,Paved,250000,2704.0
2-STORY 1946 & NEWER,Resi Low Density,10791,True,NWAmes,1Fam,Above Avg,1993,Gable,CompShg,None,1280,1215,660.0,Paved,243500,3155.0
1-STPUD-1946 & NEWER,Resi Low Density,5122,True,NridgHt,Twnhs,Above Avg,2005,Gable,CompShg,Stone,1306,0,624.0,Paved,184500,1930.0
1-STORY 1946 & NEWER,Resi Low Density,9928,True,Mitchel,1Fam,Good,1991,Gable,CompShg,None,1478,0,506.0,Paved,210000,1984.0
1-STORY 1946 & NEWER,Resi Low Density,7791,True,Sawyer,1Fam,Average,1963,Gable,CompShg,None,912,0,300.0,Paved,129000,1212.0
